
  .. 1600/12000 frames, avg util=0.25410, R̄=0.787, 2.8s
  .. 2400/12000 frames, avg util=0.26616, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.28003, R̄=0.782, 5.6s
  .. 4000/12000 frames, avg util=0.30637, R̄=0.783, 7.0s
  .. 4800/12000 frames, avg util=0.30475, R̄=0.785, 8.4s
  .. 5600/12000 frames, avg util=0.29582, R̄=0.785, 9.8s
  .. 6400/12000 frames, avg util=0.30931, R̄=0.786, 11.2s
  .. 7200/12000 frames, avg util=0.28638, R̄=0.785, 12.6s
  .. 8000/12000 frames, avg util=0.28835, R̄=0.785, 14.0s
  .. 8800/12000 frames, avg util=0.30123, R̄=0.782, 15.5s
  .. 9600/12000 frames, avg util=0.29909, R̄=0.782, 16.9s
  .. 10400/12000 frames, avg util=0.29541, R̄=0.781, 18.3s
  .. 11200/12000 frames, avg util=0.29413, R̄=0.780, 19.7s
  .. 12000/12000 frames, avg util=0.29664, R̄=0.780, 21.2s
λ=(1.45, 0.95, 0.04, 0.01): util=0.29664  R̄=0.780
λ=(1.45, 0.95, 0.04, 0.015) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32720, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25402, R̄=0.787, 2.8s
  .. 2400/12000 frames, avg util=0.26607, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.27992, R̄=0.782, 5.7s
  .. 4000/12000 frames, avg util=0.30627, R̄=0.783, 7.1s
  .. 4800/12000 frames, avg util=0.30465, R̄=0.785, 8.6s
  .. 5600/12000 frames, avg util=0.29572, R̄=0.785, 10.0s
  .. 6400/12000 frames, avg util=0.30920, R̄=0.786, 11.4s
  .. 7200/12000 frames, avg util=0.28627, R̄=0.785, 12.8s
  .. 8000/12000 frames, avg util=0.28825, R̄=0.785, 14.2s
  .. 8800/12000 frames, avg util=0.30113, R̄=0.782, 15.6s
  .. 9600/12000 frames, avg util=0.29898, R̄=0.782, 17.0s
  .. 10400/12000 frames, avg util=0.29530, R̄=0.781, 18.4s
  .. 11200/12000 frames, avg util=0.29402, R̄=0.780, 19.8s
  .. 12000/12000 frames, avg util=0.29653, R̄=0.780, 21.2s
λ=(1.45, 0.95, 0.04, 0.015): util=0.29653  R̄=0.780
λ=(1.45, 0.95, 0.04, 0.02) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32710, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25392, R̄=0.787, 2.8s
  .. 2400/12000 frames, avg util=0.26597, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.27982, R̄=0.782, 5.6s
  .. 4000/12000 frames, avg util=0.30617, R̄=0.783, 7.0s
  .. 4800/12000 frames, avg util=0.30455, R̄=0.785, 8.5s
  .. 5600/12000 frames, avg util=0.29562, R̄=0.785, 9.9s
  .. 6400/12000 frames, avg util=0.30911, R̄=0.786, 11.3s
  .. 7200/12000 frames, avg util=0.28618, R̄=0.785, 12.8s
  .. 8000/12000 frames, avg util=0.28815, R̄=0.785, 14.3s
  .. 8800/12000 frames, avg util=0.30103, R̄=0.782, 15.7s
  .. 9600/12000 frames, avg util=0.29888, R̄=0.782, 17.2s
  .. 10400/12000 frames, avg util=0.29521, R̄=0.781, 18.7s
  .. 11200/12000 frames, avg util=0.29393, R̄=0.780, 20.1s
  .. 12000/12000 frames, avg util=0.29644, R̄=0.780, 21.6s
λ=(1.45, 0.95, 0.04, 0.02): util=0.29644  R̄=0.780
λ=(1.45, 0.95, 0.04, 0.025) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32699, R̄=0.788, 1.5s
  .. 1600/12000 frames, avg util=0.25381, R̄=0.787, 2.9s
  .. 2400/12000 frames, avg util=0.26587, R̄=0.782, 4.4s
  .. 3200/12000 frames, avg util=0.27973, R̄=0.782, 5.8s
  .. 4000/12000 frames, avg util=0.30609, R̄=0.783, 7.2s
  .. 4800/12000 frames, avg util=0.30447, R̄=0.785, 8.7s
  .. 5600/12000 frames, avg util=0.29554, R̄=0.785, 10.1s
  .. 6400/12000 frames, avg util=0.30903, R̄=0.786, 11.5s
  .. 7200/12000 frames, avg util=0.28609, R̄=0.785, 13.0s
  .. 8000/12000 frames, avg util=0.28807, R̄=0.785, 14.3s
  .. 8800/12000 frames, avg util=0.30094, R̄=0.782, 15.8s
  .. 9600/12000 frames, avg util=0.29879, R̄=0.782, 17.1s
  .. 10400/12000 frames, avg util=0.29512, R̄=0.781, 18.5s
  .. 11200/12000 frames, avg util=0.29384, R̄=0.780, 20.0s
  .. 12000/12000 frames, avg util=0.29634, R̄=0.780, 21.4s
λ=(1.45, 0.95, 0.04, 0.025): util=0.29634  R̄=0.780
λ=(1.45, 0.975, 0.03, 0.005) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33227, R̄=0.788, 1.5s
  .. 1600/12000 frames, avg util=0.25896, R̄=0.788, 2.9s
  .. 2400/12000 frames, avg util=0.27091, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28482, R̄=0.783, 5.8s
  .. 4000/12000 frames, avg util=0.31114, R̄=0.783, 7.2s
  .. 4800/12000 frames, avg util=0.30958, R̄=0.785, 8.6s
  .. 5600/12000 frames, avg util=0.30064, R̄=0.785, 10.1s
  .. 6400/12000 frames, avg util=0.31411, R̄=0.786, 11.5s
  .. 7200/12000 frames, avg util=0.29116, R̄=0.786, 12.9s
  .. 8000/12000 frames, avg util=0.29302, R̄=0.785, 14.3s
  .. 8800/12000 frames, avg util=0.30584, R̄=0.782, 15.7s
  .. 9600/12000 frames, avg util=0.30371, R̄=0.782, 17.1s
  .. 10400/12000 frames, avg util=0.30002, R̄=0.781, 18.6s
  .. 11200/12000 frames, avg util=0.29875, R̄=0.781, 20.1s
  .. 12000/12000 frames, avg util=0.30126, R̄=0.781, 21.5s
λ=(1.45, 0.975, 0.03, 0.005): util=0.30126  R̄=0.781
λ=(1.45, 0.975, 0.03, 0.01) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33217, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25886, R̄=0.788, 2.8s
  .. 2400/12000 frames, avg util=0.27079, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28471, R̄=0.783, 5.7s
  .. 4000/12000 frames, avg util=0.31104, R̄=0.783, 7.1s
  .. 4800/12000 frames, avg util=0.30948, R̄=0.785, 8.5s
  .. 5600/12000 frames, avg util=0.30054, R̄=0.785, 9.9s
  .. 6400/12000 frames, avg util=0.31401, R̄=0.786, 11.4s
  .. 7200/12000 frames, avg util=0.29106, R̄=0.786, 12.8s
  .. 8000/12000 frames, avg util=0.29292, R̄=0.785, 14.2s
  .. 8800/12000 frames, avg util=0.30574, R̄=0.782, 15.7s
  .. 9600/12000 frames, avg util=0.30361, R̄=0.782, 17.1s
  .. 10400/12000 frames, avg util=0.29992, R̄=0.781, 18.5s
  .. 11200/12000 frames, avg util=0.29865, R̄=0.781, 19.9s
  .. 12000/12000 frames, avg util=0.30116, R̄=0.781, 21.3s
λ=(1.45, 0.975, 0.03, 0.01): util=0.30116  R̄=0.781
λ=(1.45, 0.975, 0.03, 0.015) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33211, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25878, R̄=0.788, 2.9s
  .. 2400/12000 frames, avg util=0.27070, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28462, R̄=0.783, 5.8s
  .. 4000/12000 frames, avg util=0.31095, R̄=0.783, 7.2s
  .. 4800/12000 frames, avg util=0.30939, R̄=0.785, 8.7s
  .. 5600/12000 frames, avg util=0.30046, R̄=0.785, 10.2s
  .. 6400/12000 frames, avg util=0.31393, R̄=0.786, 11.6s
  .. 7200/12000 frames, avg util=0.29098, R̄=0.786, 13.0s
  .. 8000/12000 frames, avg util=0.29283, R̄=0.785, 14.4s
  .. 8800/12000 frames, avg util=0.30565, R̄=0.782, 15.8s
  .. 9600/12000 frames, avg util=0.30352, R̄=0.782, 17.2s
  .. 10400/12000 frames, avg util=0.29983, R̄=0.781, 18.6s
  .. 11200/12000 frames, avg util=0.29856, R̄=0.781, 20.1s
  .. 12000/12000 frames, avg util=0.30107, R̄=0.781, 21.5s
λ=(1.45, 0.975, 0.03, 0.015): util=0.30107  R̄=0.781
λ=(1.45, 0.975, 0.03, 0.02) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33201, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25865, R̄=0.788, 2.9s
  .. 2400/12000 frames, avg util=0.27060, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28452, R̄=0.783, 5.7s
  .. 4000/12000 frames, avg util=0.31085, R̄=0.783, 7.1s
  .. 4800/12000 frames, avg util=0.30929, R̄=0.785, 8.5s
  .. 5600/12000 frames, avg util=0.30036, R̄=0.785, 9.9s
  .. 6400/12000 frames, avg util=0.31384, R̄=0.786, 11.3s
  .. 7200/12000 frames, avg util=0.29088, R̄=0.786, 12.7s
  .. 8000/12000 frames, avg util=0.29275, R̄=0.785, 14.1s
  .. 8800/12000 frames, avg util=0.30557, R̄=0.782, 15.5s
  .. 9600/12000 frames, avg util=0.30344, R̄=0.782, 17.0s
  .. 10400/12000 frames, avg util=0.29975, R̄=0.781, 18.4s
  .. 11200/12000 frames, avg util=0.29847, R̄=0.781, 19.8s
  .. 12000/12000 frames, avg util=0.30098, R̄=0.781, 21.2s
λ=(1.45, 0.975, 0.03, 0.02): util=0.30098  R̄=0.781
λ=(1.45, 0.975, 0.03, 0.025) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33191, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25857, R̄=0.788, 2.8s
  .. 2400/12000 frames, avg util=0.27050, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28442, R̄=0.783, 5.8s
  .. 4000/12000 frames, avg util=0.31076, R̄=0.783, 7.2s
  .. 4800/12000 frames, avg util=0.30919, R̄=0.785, 8.6s
  .. 5600/12000 frames, avg util=0.30026, R̄=0.785, 10.1s
  .. 6400/12000 frames, avg util=0.31374, R̄=0.786, 11.5s
  .. 7200/12000 frames, avg util=0.29079, R̄=0.786, 12.9s
  .. 8000/12000 frames, avg util=0.29265, R̄=0.785, 14.4s
  .. 8800/12000 frames, avg util=0.30547, R̄=0.782, 15.8s
  .. 9600/12000 frames, avg util=0.30334, R̄=0.782, 17.2s
  .. 10400/12000 frames, avg util=0.29965, R̄=0.781, 18.7s
  .. 11200/12000 frames, avg util=0.29837, R̄=0.781, 20.1s
  .. 12000/12000 frames, avg util=0.30088, R̄=0.781, 21.5s
λ=(1.45, 0.975, 0.03, 0.025): util=0.30088  R̄=0.781
λ=(1.45, 0.975, 0.04, 0.005) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32740, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25418, R̄=0.787, 2.9s
  .. 2400/12000 frames, avg util=0.26624, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28013, R̄=0.782, 5.8s
  .. 4000/12000 frames, avg util=0.30646, R̄=0.783, 7.2s
  .. 4800/12000 frames, avg util=0.30485, R̄=0.785, 8.7s
  .. 5600/12000 frames, avg util=0.29591, R̄=0.785, 10.1s
  .. 6400/12000 frames, avg util=0.30940, R̄=0.786, 11.6s
  .. 7200/12000 frames, avg util=0.28647, R̄=0.785, 13.1s
  .. 8000/12000 frames, avg util=0.28845, R̄=0.785, 14.6s
  .. 8800/12000 frames, avg util=0.30132, R̄=0.782, 16.1s
  .. 9600/12000 frames, avg util=0.29918, R̄=0.782, 17.5s
  .. 10400/12000 frames, avg util=0.29551, R̄=0.781, 18.9s
  .. 11200/12000 frames, avg util=0.29422, R̄=0.780, 20.3s
  .. 12000/12000 frames, avg util=0.29674, R̄=0.780, 21.8s
λ=(1.45, 0.975, 0.04, 0.005): util=0.29674  R̄=0.780
λ=(1.45, 0.975, 0.04, 0.01) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32730, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25410, R̄=0.787, 2.9s
  .. 2400/12000 frames, avg util=0.26615, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28002, R̄=0.782, 5.8s
  .. 4000/12000 frames, avg util=0.30636, R̄=0.783, 7.2s
  .. 4800/12000 frames, avg util=0.30475, R̄=0.785, 8.6s
  .. 5600/12000 frames, avg util=0.29582, R̄=0.785, 10.1s
  .. 6400/12000 frames, avg util=0.30931, R̄=0.786, 11.5s
  .. 7200/12000 frames, avg util=0.28637, R̄=0.785, 13.0s
  .. 8000/12000 frames, avg util=0.28835, R̄=0.785, 14.4s
  .. 8800/12000 frames, avg util=0.30123, R̄=0.782, 15.9s
  .. 9600/12000 frames, avg util=0.29908, R̄=0.782, 17.3s
  .. 10400/12000 frames, avg util=0.29541, R̄=0.781, 18.7s
  .. 11200/12000 frames, avg util=0.29413, R̄=0.780, 20.2s
  .. 12000/12000 frames, avg util=0.29664, R̄=0.780, 21.6s
λ=(1.45, 0.975, 0.04, 0.01): util=0.29664  R̄=0.780
λ=(1.45, 0.975, 0.04, 0.015) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32720, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25402, R̄=0.787, 2.8s
  .. 2400/12000 frames, avg util=0.26607, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.27992, R̄=0.782, 5.6s
  .. 4000/12000 frames, avg util=0.30626, R̄=0.783, 7.0s
  .. 4800/12000 frames, avg util=0.30465, R̄=0.785, 8.4s
  .. 5600/12000 frames, avg util=0.29571, R̄=0.785, 9.8s
  .. 6400/12000 frames, avg util=0.30920, R̄=0.786, 11.3s
  .. 7200/12000 frames, avg util=0.28627, R̄=0.785, 12.8s
  .. 8000/12000 frames, avg util=0.28825, R̄=0.785, 14.2s
  .. 8800/12000 frames, avg util=0.30112, R̄=0.782, 15.7s
  .. 9600/12000 frames, avg util=0.29898, R̄=0.782, 17.2s
  .. 10400/12000 frames, avg util=0.29530, R̄=0.781, 18.6s
  .. 11200/12000 frames, avg util=0.29402, R̄=0.780, 20.1s
  .. 12000/12000 frames, avg util=0.29653, R̄=0.780, 21.6s
λ=(1.45, 0.975, 0.04, 0.015): util=0.29653  R̄=0.780
λ=(1.45, 0.975, 0.04, 0.02) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32710, R̄=0.788, 1.5s
  .. 1600/12000 frames, avg util=0.25392, R̄=0.787, 2.9s
  .. 2400/12000 frames, avg util=0.26596, R̄=0.782, 4.4s
  .. 3200/12000 frames, avg util=0.27982, R̄=0.782, 5.8s
  .. 4000/12000 frames, avg util=0.30616, R̄=0.783, 7.3s
  .. 4800/12000 frames, avg util=0.30455, R̄=0.785, 8.7s
  .. 5600/12000 frames, avg util=0.29562, R̄=0.785, 10.1s
  .. 6400/12000 frames, avg util=0.30911, R̄=0.786, 11.6s
  .. 7200/12000 frames, avg util=0.28617, R̄=0.785, 13.0s
  .. 8000/12000 frames, avg util=0.28815, R̄=0.785, 14.5s
  .. 8800/12000 frames, avg util=0.30103, R̄=0.782, 15.9s
  .. 9600/12000 frames, avg util=0.29888, R̄=0.782, 17.4s
  .. 10400/12000 frames, avg util=0.29521, R̄=0.781, 18.8s
  .. 11200/12000 frames, avg util=0.29393, R̄=0.780, 20.3s
  .. 12000/12000 frames, avg util=0.29644, R̄=0.780, 21.7s
λ=(1.45, 0.975, 0.04, 0.02): util=0.29644  R̄=0.780
λ=(1.45, 0.975, 0.04, 0.025) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32699, R̄=0.788, 1.5s
  .. 1600/12000 frames, avg util=0.25381, R̄=0.787, 2.9s
  .. 2400/12000 frames, avg util=0.26586, R̄=0.782, 4.4s
  .. 3200/12000 frames, avg util=0.27973, R̄=0.782, 5.9s
  .. 4000/12000 frames, avg util=0.30608, R̄=0.783, 7.3s
  .. 4800/12000 frames, avg util=0.30446, R̄=0.785, 8.7s
  .. 5600/12000 frames, avg util=0.29553, R̄=0.785, 10.1s
  .. 6400/12000 frames, avg util=0.30902, R̄=0.786, 11.6s
  .. 7200/12000 frames, avg util=0.28609, R̄=0.785, 12.9s
  .. 8000/12000 frames, avg util=0.28806, R̄=0.785, 14.4s
  .. 8800/12000 frames, avg util=0.30094, R̄=0.782, 15.8s
  .. 9600/12000 frames, avg util=0.29879, R̄=0.782, 17.2s
  .. 10400/12000 frames, avg util=0.29512, R̄=0.781, 18.7s
  .. 11200/12000 frames, avg util=0.29383, R̄=0.780, 20.1s
  .. 12000/12000 frames, avg util=0.29634, R̄=0.780, 21.5s
λ=(1.45, 0.975, 0.04, 0.025): util=0.29634  R̄=0.780
λ=(1.45, 1.0, 0.03, 0.005) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33227, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25896, R̄=0.788, 2.8s
  .. 2400/12000 frames, avg util=0.27090, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28481, R̄=0.783, 5.7s
  .. 4000/12000 frames, avg util=0.31114, R̄=0.783, 7.1s
  .. 4800/12000 frames, avg util=0.30958, R̄=0.785, 8.5s
  .. 5600/12000 frames, avg util=0.30064, R̄=0.785, 10.0s
  .. 6400/12000 frames, avg util=0.31411, R̄=0.786, 11.3s
  .. 7200/12000 frames, avg util=0.29115, R̄=0.786, 12.8s
  .. 8000/12000 frames, avg util=0.29301, R̄=0.785, 14.3s
  .. 8800/12000 frames, avg util=0.30583, R̄=0.782, 15.7s
  .. 9600/12000 frames, avg util=0.30371, R̄=0.782, 17.1s
  .. 10400/12000 frames, avg util=0.30002, R̄=0.781, 18.5s
  .. 11200/12000 frames, avg util=0.29875, R̄=0.781, 19.9s
  .. 12000/12000 frames, avg util=0.30126, R̄=0.781, 21.3s
λ=(1.45, 1.0, 0.03, 0.005): util=0.30126  R̄=0.781
λ=(1.45, 1.0, 0.03, 0.01) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33217, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25886, R̄=0.788, 2.8s
  .. 2400/12000 frames, avg util=0.27078, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.28471, R̄=0.783, 5.6s
  .. 4000/12000 frames, avg util=0.31104, R̄=0.783, 7.1s
  .. 4800/12000 frames, avg util=0.30948, R̄=0.785, 8.5s
  .. 5600/12000 frames, avg util=0.30054, R̄=0.785, 9.9s
  .. 6400/12000 frames, avg util=0.31400, R̄=0.786, 11.3s
  .. 7200/12000 frames, avg util=0.29106, R̄=0.786, 12.7s
  .. 8000/12000 frames, avg util=0.29292, R̄=0.785, 14.1s
  .. 8800/12000 frames, avg util=0.30573, R̄=0.782, 15.5s
  .. 9600/12000 frames, avg util=0.30361, R̄=0.782, 16.9s
  .. 10400/12000 frames, avg util=0.29992, R̄=0.781, 18.4s
  .. 11200/12000 frames, avg util=0.29865, R̄=0.781, 19.7s
  .. 12000/12000 frames, avg util=0.30115, R̄=0.781, 21.2s
λ=(1.45, 1.0, 0.03, 0.01): util=0.30115  R̄=0.781
λ=(1.45, 1.0, 0.03, 0.015) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33211, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25878, R̄=0.788, 2.8s
  .. 2400/12000 frames, avg util=0.27070, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.28462, R̄=0.783, 5.6s
  .. 4000/12000 frames, avg util=0.31095, R̄=0.783, 7.0s
  .. 4800/12000 frames, avg util=0.30938, R̄=0.785, 8.4s
  .. 5600/12000 frames, avg util=0.30046, R̄=0.785, 9.8s
  .. 6400/12000 frames, avg util=0.31393, R̄=0.786, 11.2s
  .. 7200/12000 frames, avg util=0.29097, R̄=0.786, 12.7s
  .. 8000/12000 frames, avg util=0.29283, R̄=0.785, 14.1s
  .. 8800/12000 frames, avg util=0.30565, R̄=0.782, 15.5s
  .. 9600/12000 frames, avg util=0.30352, R̄=0.782, 16.9s
  .. 10400/12000 frames, avg util=0.29983, R̄=0.781, 18.3s
  .. 11200/12000 frames, avg util=0.29856, R̄=0.781, 19.6s
  .. 12000/12000 frames, avg util=0.30106, R̄=0.781, 21.0s
λ=(1.45, 1.0, 0.03, 0.015): util=0.30106  R̄=0.781
λ=(1.45, 1.0, 0.03, 0.02) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33201, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25865, R̄=0.788, 2.8s
  .. 2400/12000 frames, avg util=0.27059, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.28452, R̄=0.783, 5.6s
  .. 4000/12000 frames, avg util=0.31085, R̄=0.783, 7.1s
  .. 4800/12000 frames, avg util=0.30928, R̄=0.785, 8.5s
  .. 5600/12000 frames, avg util=0.30035, R̄=0.785, 9.9s
  .. 6400/12000 frames, avg util=0.31383, R̄=0.786, 11.3s
  .. 7200/12000 frames, avg util=0.29088, R̄=0.786, 12.7s
  .. 8000/12000 frames, avg util=0.29274, R̄=0.785, 14.1s
  .. 8800/12000 frames, avg util=0.30557, R̄=0.782, 15.5s
  .. 9600/12000 frames, avg util=0.30344, R̄=0.782, 16.9s
  .. 10400/12000 frames, avg util=0.29974, R̄=0.781, 18.3s
  .. 11200/12000 frames, avg util=0.29847, R̄=0.781, 19.6s
  .. 12000/12000 frames, avg util=0.30098, R̄=0.781, 21.1s
λ=(1.45, 1.0, 0.03, 0.02): util=0.30098  R̄=0.781
λ=(1.45, 1.0, 0.03, 0.025) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.33191, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25857, R̄=0.788, 2.8s
  .. 2400/12000 frames, avg util=0.27049, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.28441, R̄=0.783, 5.6s
  .. 4000/12000 frames, avg util=0.31076, R̄=0.783, 6.9s
  .. 4800/12000 frames, avg util=0.30919, R̄=0.785, 8.3s
  .. 5600/12000 frames, avg util=0.30026, R̄=0.785, 9.7s
  .. 6400/12000 frames, avg util=0.31374, R̄=0.786, 11.1s
  .. 7200/12000 frames, avg util=0.29079, R̄=0.786, 12.5s
  .. 8000/12000 frames, avg util=0.29265, R̄=0.785, 13.9s
  .. 8800/12000 frames, avg util=0.30547, R̄=0.782, 15.2s
  .. 9600/12000 frames, avg util=0.30334, R̄=0.782, 16.6s
  .. 10400/12000 frames, avg util=0.29965, R̄=0.781, 18.0s
  .. 11200/12000 frames, avg util=0.29837, R̄=0.781, 19.4s
  .. 12000/12000 frames, avg util=0.30088, R̄=0.781, 20.8s
λ=(1.45, 1.0, 0.03, 0.025): util=0.30088  R̄=0.781
λ=(1.45, 1.0, 0.04, 0.005) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32740, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25418, R̄=0.787, 2.8s
  .. 2400/12000 frames, avg util=0.26623, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.28012, R̄=0.782, 5.6s
  .. 4000/12000 frames, avg util=0.30647, R̄=0.783, 7.0s
  .. 4800/12000 frames, avg util=0.30486, R̄=0.785, 8.4s
  .. 5600/12000 frames, avg util=0.29592, R̄=0.785, 9.9s
  .. 6400/12000 frames, avg util=0.30941, R̄=0.786, 11.3s
  .. 7200/12000 frames, avg util=0.28648, R̄=0.785, 12.7s
  .. 8000/12000 frames, avg util=0.28845, R̄=0.785, 14.1s
  .. 8800/12000 frames, avg util=0.30132, R̄=0.782, 15.5s
  .. 9600/12000 frames, avg util=0.29919, R̄=0.782, 16.9s
  .. 10400/12000 frames, avg util=0.29551, R̄=0.781, 18.3s
  .. 11200/12000 frames, avg util=0.29423, R̄=0.780, 19.7s
  .. 12000/12000 frames, avg util=0.29674, R̄=0.780, 21.2s
λ=(1.45, 1.0, 0.04, 0.005): util=0.29674  R̄=0.780
λ=(1.45, 1.0, 0.04, 0.01) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32730, R̄=0.788, 1.5s
  .. 1600/12000 frames, avg util=0.25410, R̄=0.787, 2.9s
  .. 2400/12000 frames, avg util=0.26615, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.28002, R̄=0.782, 5.7s
  .. 4000/12000 frames, avg util=0.30636, R̄=0.783, 7.2s
  .. 4800/12000 frames, avg util=0.30474, R̄=0.785, 8.6s
  .. 5600/12000 frames, avg util=0.29582, R̄=0.785, 10.0s
  .. 6400/12000 frames, avg util=0.30931, R̄=0.786, 11.4s
  .. 7200/12000 frames, avg util=0.28637, R̄=0.785, 12.9s
  .. 8000/12000 frames, avg util=0.28835, R̄=0.785, 14.3s
  .. 8800/12000 frames, avg util=0.30123, R̄=0.782, 15.7s
  .. 9600/12000 frames, avg util=0.29908, R̄=0.782, 17.2s
  .. 10400/12000 frames, avg util=0.29541, R̄=0.781, 18.7s
  .. 11200/12000 frames, avg util=0.29412, R̄=0.780, 20.2s
  .. 12000/12000 frames, avg util=0.29663, R̄=0.780, 21.6s
λ=(1.45, 1.0, 0.04, 0.01): util=0.29663  R̄=0.780
λ=(1.45, 1.0, 0.04, 0.015) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32720, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25402, R̄=0.787, 2.9s
  .. 2400/12000 frames, avg util=0.26606, R̄=0.782, 4.3s
  .. 3200/12000 frames, avg util=0.27992, R̄=0.782, 5.7s
  .. 4000/12000 frames, avg util=0.30626, R̄=0.783, 7.1s
  .. 4800/12000 frames, avg util=0.30464, R̄=0.785, 8.5s
  .. 5600/12000 frames, avg util=0.29571, R̄=0.785, 9.9s
  .. 6400/12000 frames, avg util=0.30920, R̄=0.786, 11.3s
  .. 7200/12000 frames, avg util=0.28627, R̄=0.785, 12.7s
  .. 8000/12000 frames, avg util=0.28824, R̄=0.785, 14.1s
  .. 8800/12000 frames, avg util=0.30112, R̄=0.782, 15.5s
  .. 9600/12000 frames, avg util=0.29897, R̄=0.782, 16.9s
  .. 10400/12000 frames, avg util=0.29530, R̄=0.781, 18.3s
  .. 11200/12000 frames, avg util=0.29402, R̄=0.780, 19.7s
  .. 12000/12000 frames, avg util=0.29653, R̄=0.780, 21.2s
λ=(1.45, 1.0, 0.04, 0.015): util=0.29653  R̄=0.780
λ=(1.45, 1.0, 0.04, 0.02) → running backtest on 12000 frames ...
  .. 800/12000 frames, avg util=0.32709, R̄=0.788, 1.4s
  .. 1600/12000 frames, avg util=0.25391, R̄=0.787, 2.8s
  .. 2400/12000 frames, avg util=0.26596, R̄=0.782, 4.2s
  .. 3200/12000 frames, avg util=0.27981, R̄=0.782, 5.7s
  .. 4000/12000 frames, avg util=0.30616, R̄=0.783, 7.1s
  .. 4800/12000 frames, avg util=0.30454, R̄=0.785, 8.5s
  .. 5600/12000 frames, avg util=0.29562, R̄=0.785, 9.8s
  .. 6400/12000 frames, avg util=0.30910, R̄=0.786, 11.2s
  .. 7200/12000 frames, avg util=0.28617, R̄=0.785, 12.6s
  .. 8000/12000 frames, avg util=0.28815, R̄=0.785, 14.0s
  .. 8800/12000 frames, avg util=0.30102, R̄=0.782, 15.4s
  .. 9600/12000 frames, avg util=0.29888, R̄=0.782, 16.8s
  .. 10400/12000 frames, avg util=0.29521, R̄=0.781, 18.2s
  .. 11200/12000 frames, avg util=0.29393, R̄=0.780, 19.6s
