iter	RMSE
702	349.158124
703	349.1395845
704	349.1210615
705	349.1025611
706	349.0840785
707	349.0655998
708	349.0471264
709	349.0286667
710	349.0102272
711	348.9917944
712	348.9733767
713	348.9549797
714	348.936591
715	348.9182069
716	348.8998242
717	348.8814444
718	348.8414469
719	348.8230699
720	348.8047114
721	348.7863612
722	348.7680282
723	348.7497109
724	348.7314045
725	348.7131047
726	348.6948094
727	348.6765214
728	348.6582477
729	348.6399946
730	348.6217515
731	348.603528
732	348.5853216
733	348.5671282
734	348.5489385
735	348.530752
736	348.5125725
737	348.4943975
738	348.4762327
739	348.458074
740	348.4399246
741	348.4217831
742	348.4036509
743	348.3855295
744	348.3674124
745	348.3493009
746	348.331195
747	348.3130958
748	348.2950111
749	348.2769371
750	348.2018423
751	348.1837599
752	348.1656982
753	348.1476497
754	348.1296088
755	348.1115772
756	348.0935561
757	348.0755467
758	348.0575525
759	348.0395692
760	348.0216082
761	348.0036627
762	347.9433033
763	347.9253502
764	347.9074073
765	347.8894813
766	347.8715738
767	347.8536722
768	347.8357757
769	347.8178893
770	347.8000158
771	347.782155
772	347.764299
773	347.7464475
774	347.7286073
775	347.7107817
776	347.6929599
777	347.6327135
778	347.6148954
779	347.5970881
780	347.5792994
781	347.5513
782	347.5335189
783	347.5157446
784	347.497978
785	347.4802191
786	347.4624688
787	347.4447315
788	347.4270036
789	347.4092915
790	347.3915894
791	347.3738984
792	347.3562064
793	347.3385159
794	347.3208364
795	347.3031616
796	347.2854875
797	347.2678201
798	347.2501537
799	347.2324983
800	347.2148719
801	347.1972536
802	347.1796424
803	347.162038
804	347.1444396
805	347.1268425
806	347.1092614
807	347.0916834
808	347.0741186
809	347.0565634
810	347.0390172
811	347.021482
812	347.0039566
813	346.9864351
814	346.9689243
815	346.9514295
816	346.9339435
817	346.916463
818	346.8990054
819	346.8815754
820	346.8641636
821	346.8467621
822	346.8293637
823	346.7969731
824	346.7795743
825	346.7621822
826	346.7447973
827	346.7274173
828	346.7100443
829	346.6926819
830	346.6753366
831	346.6579968
832	346.6406601
833	346.6233277
834	346.6060046
835	346.5886967
836	346.5269733
837	346.5096674
838	346.4923713
839	346.4346055
840	346.4173138
841	346.4000376
842	346.3827726
843	346.3655136
844	346.3482618
845	346.3310146
846	346.3137794
847	346.2965616
848	346.2793545
849	346.2621572
850	346.2449638
851	346.227775
852	346.1693916
853	346.1521906
854	346.1350143
855	346.117855
856	346.1007007
857	346.0835515
858	346.0664069
859	346.0492671
860	346.0321282
861	346.0149883
862	345.9978542
863	345.9807387
864	345.9636357
865	345.9465427
866	345.9294565
867	345.9123749
868	345.8952955
869	345.8782305
870	345.8611749
871	345.8441291
872	345.8270945
873	345.8100675
874	345.7930456
875	345.7760343
876	345.7590277
877	345.742025
878	345.7250333
879	345.7080551
880	345.6910886
881	345.6741285
882	345.6571853
883	345.6402627
884	345.6233586
885	345.6064644
886	345.5895824
887	345.5727061
888	345.5558375
889	345.5389756
890	345.5221177
891	345.5052621
892	345.4884095
893	345.4715708
894	345.4547417
895	345.4278957
896	345.4110709
897	345.3942496
898	345.3774339
899	345.3606369
900	345.3438442
901	345.3270614
902	345.3102825
903	345.2935088
904	345.2767475
905	345.2599951
906	345.2432494
907	345.2265111
908	345.2097763
909	345.1930504
910	345.1763362
911	345.1596347
912	345.1429436
913	345.1262603
914	345.1095808
915	345.0929045
916	345.0762309
917	345.0595645
918	345.0429097
919	345.0262597
920	345.0096142
921	344.9929734
922	344.9763365
923	344.9597016
924	344.9430656
925	344.9264333
926	344.9098136
927	344.8932095
928	344.8766128
929	344.8600273
930	344.8434441
931	344.8268648
932	344.8102881
933	344.7937274
934	344.777174
935	344.7606303
936	344.7440981
937	344.7275711
938	344.7110494
939	344.6945348
940	344.6780233
941	344.6615156
942	344.6450129
943	344.6285211
944	344.6120349
945	344.5955477
946	344.5790639
947	344.562591
948	344.5461241
949	344.5296724
950	344.5132387
951	344.4968234
952	344.4804155
953	344.4640163
954	344.4476271
955	344.4312448
956	344.4148685
957	344.3984983
958	344.3821319
959	344.3657678
960	344.3494067
961	344.3330591
962	344.31672
963	344.2922094
964	344.2758736
965	344.2595417
966	344.2432131
967	344.2269007
968	344.2105963
969	344.1942987
970	344.1780074
971	344.1617187
972	344.1454369
973	344.1291662
974	344.1129019
975	344.096644
976	344.0418185
977	344.025562
978	344.0093092
979	343.9930685
980	343.9768374
981	343.9606166
982	343.9443986
983	343.9281888
984	343.9119832
985	343.8957828
986	343.8795851
987	343.863393
988	343.8472037
989	343.8310218
990	343.8148472
991	343.7986772
992	343.7825129
993	343.7663503
994	343.7501926
995	343.7340346
996	343.7178761
997	343.7017303
998	343.6855956
999	343.6694685
